ev_id,crew_age,crew_inj_level,flight_hours
20140923X81008,23,0,12
20140923X11332,36,1,19
20140923X13605,74,0,0
20140923X13840,59,0,0
20140923X15355,51,0,8
20140923X22836,79,1,10
20140923X23047,56,0,3
20140923X41257,71,0,2800
20140923X44032,65,0,2
20140923X44032,32,0,2
20140923X04737,51,0,2
20140924X95437,54,1,15
20140924X82224,44,3,5700
20140925X70144,37,0,3
20140925X83755,88,0,0
20140926X21546,80,2,1
20140926X23504,59,0,525
20140926X23727,70,0,3.900000095
20140926X32050,67,0,7
20140926X33317,63,0,4
20140926X44653,49,1,0
20140926X62945,78,0,100
20140927X22122,78,3,2115
20140927X22122,59,0,2115
20140928X15808,80,3,155
20140928X75554,61,3,1
20140929X12854,80,3,0
20140929X25333,57,0,65
20140929X44300,69,2,10
20140929X45822,66,1,14.60000038
20140929X52153,67,0,425
20140929X71413,65,1,150
20140929X74747,59,0,2
20140930X81317,44,3,720
20140930X05706,8,1,1
20140930X14144,53,0,2
20140930X44755,27,0,0
20140930X52103,53,0,50
20141002X05232,62,3,15.5
20141002X70154,55,0,360
20141002X70257,47,2,6
20141003X70938,67,0,1877
20141003X71438,75,3,18500
20141004X60516,36,2,2
20141004X50155,77,3,150
20141005X93420,65,0,1500
20141005X41513,66,1,3
20141005X62841,65,1,2
20141006X73012,38,0,3
20141006X73012,63,0,3
20141006X93704,61,3,2250
20141006X40044,29,0,120
20141006X44407,73,0,26520
20141006X45028,64,0,6
20141007X90908,57,0,12
20141007X12423,29,1,403
20141007X20805,60,0,189
20141007X80246,56,1,100
20141007X20706,62,3,1
20141008X94450,68,0,230
20141008X11546,62,0,64
20141008X12322,52,0,1
20141008X13916,56,2,0
20141009X80909,36,0,1066
20141009X23359,34,0,7
20141009X54107,66,0,215
20141010X40055,71,1,2
20141010X62016,70,0,0
20141011X11929,60,0,1100
20141012X30001,48,3,2500
20141012X30001,28,3,2500
20141012X50005,74,1,1
20141014X14035,59,3,3
20141014X20105,59,0,7
20141014X22449,51,0,8
20141014X82739,85,0,37414
20141014X90107,34,3,417.6000061
20141015X85618,59,0,1
20141015X91845,63,0,805
20141015X92232,23,2,240
20141016X33358,74,3,3355.100098
20141016X44059,54,0,1
20141016X45532,46,0,110
20141016X53814,62,3,40
20141016X24919,48,0,759
20141016X33131,46,0,1
20141017X90312,52,0,0
20141017X30721,58,0,0.5
20141017X44013,59,0,403
20141017X84336,45,0,30
20141018X11129,64,0,5
20141019X50339,53,1,2
20141020X13547,45,1,4
20141020X44147,60,3,500
20141020X51031,64,2,30000
20141020X70229,73,0,8700
20141021X92911,65,0,1
20141021X94521,83,0,10
20141021X94521,62,0,10
20141021X32212,89,0,10016
20141021X41959,54,0,0
20141021X42241,41,0,1
20141021X84349,75,3,1
20141022X53453,36,1,3
20141023X75234,47,0,2
20141023X25202,55,2,0
20141023X80357,31,0,6000
20141023X80357,56,0,6000
20141023X81946,31,0,2
20141023X01333,55,0,5
20141023X01333,47,3,5
20141024X30325,71,2,1
20141024X40111,43,0,5900
20141024X50931,31,0,0
20141025X00646,69,3,987
20141025X20212,73,3,206.8000031
20141027X90103,70,0,288
20141027X04708,54,2,2000
20141027X35545,81,1,0
20141027X62323,66,3,2500
20141027X63155,68,0,1
20141027X30645,35,3,3438
20141028X02457,64,0,16
20141028X05623,66,0,3
20141028X10957,61,1,45
20141028X13749,74,0,3
20141028X14929,49,2,2350
20141028X14937,24,0,1
20141028X20742,57,0,1
20141028X32924,46,0,3
20141028X74031,57,0,3000
20141028X90023,70,3,8
20141029X73258,47,0,36
20141029X13346,45,3,15.10000038
20141030X04759,52,0,3
20141030X24112,53,3,306
20141030X45050,44,0,950
20141031X13239,75,1,1
20141031X20109,47,2,10
20141031X23227,55,0,12
20141031X55441,62,1,1.200000048
20141031X74653,43,2,12
20141103X11325,57,1,25
20141104X31543,43,0,3
20141104X42115,49,2,500
20141105X41750,60,1,10
20141105X63307,70,0,7044
20141105X64342,40,0,414
20141106X72021,70,0,0
20141107X12803,59,0,1
20141107X75136,59,3,19.20000076
20141107X83721,52,0,30
20141107X22147,60,2,1
20141107X32003,26,0,6
20141109X51608,69,3,22000
20141110X93949,59,1,1
20141110X55657,58,0,7
20141110X63747,65,2,3500
20141112X21844,45,3,285.2999878
20141114X44942,50,0,6
20141114X02733,65,0,6800
20141116X75006,30,0,9
20141117X82642,54,1,0
20141117X83502,62,1,1
20141117X14954,57,0,1
20141117X21522,34,0,25
20141118X44256,47,3,933
20141118X00341,65,0,1
20141118X30316,67,1,1
20141118X30503,63,2,41
20141118X30503,72,2,41
20141118X91342,74,0,1
20141118X04903,57,0,0.800000012
20141119X62539,55,3,227
20141120X10212,80,1,7000
20141121X15631,64,0,100
20141121X15631,58,0,100
20141121X43003,59,3,2115
20141121X51337,91,0,0
20141121X55418,59,1,2
20141123X20214,63,3,0
20141123X61400,60,0,4698
20141123X91658,39,0,0.5
20141124X51124,37,0,5
20141124X61240,29,3,1000
20141124X93019,26,0,680
20141125X14315,38,0,12
20141128X93344,46,0,0
20141130X22258,63,3,0
20141130X30132,55,3,12200
20141130X32637,50,3,5
20141201X83413,71,1,60
20141201X94833,48,0,12
20141201X10224,58,2,2
20141201X42820,80,0,0.600000024
20141202X95601,37,0,130
20141202X05625,52,0,5
20141202X14222,65,2,36
20141202X21956,53,3,505
20141202X73240,65,3,5500
20141202X03031,70,2,2
20141203X92851,53,0,1
20141203X50034,49,0,2.700000048
20141203X55318,68,2,300
20141203X85507,66,0,1
20141204X91829,65,0,8
20141205X80248,46,1,2
20141206X65206,54,0,2
20141207X85731,56,0,2
20141208X92349,37,2,40
20141208X13517,55,2,10
20141208X40306,66,3,4736.5
20141208X60148,61,0,1
20141208X63413,70,1,2
20141209X43003,23,0,900
20141209X43949,83,0,140
20141209X00958,68,1,2
20141211X21259,43,0,415
20141211X21544,64,0,0.200000003
20141211X61335,71,0,4
20141211X62917,43,0,683
20141212X02430,51,2,4
20141213X60747,68,3,0
20141214X73255,33,3,101.5999985
20141215X02302,58,2,2
20141215X73233,62,0,325
20141217X14806,58,0,1.100000024
20141217X21639,33,3,3000
20141217X23603,31,0,1300
20141217X25544,21,0,13
20141217X43728,45,0,25
20141218X34149,73,3,0
20141220X75830,57,0,1530
20141221X71107,70,2,1
20141222X12716,28,3,2000
20141222X33551,44,0,10
20141222X43102,62,0,0
20141222X75002,29,0,27
20141223X45827,42,0,4000
20141224X94026,59,0,8.800000191
20141224X24922,55,0,5
20141224X71626,52,3,900
20141227X90819,83,0,4
20141227X53516,52,3,132
20141228X13823,53,2,0.400000006
20141228X13823,55,0,0.400000006
20141229X60803,60,3,675
20141229X70130,82,0,375
20141230X10247,72,0,200
20141230X11811,47,0,1.600000024
20141230X23039,55,3,5
20141231X81005,60,0,2
20141231X01659,41,0,1700
20141231X83422,41,2,189
20150101X15630,48,3,0
20150101X13628,46,3,11.60000038
20150102X22749,30,1,1
20150103X93856,48,3,5.800000191
20150103X94415,50,0,1
20150103X81107,82,0,0.200000003
20150105X12648,62,0,6
20150105X15832,83,0,17
20150105X21217,40,0,1.5
20150105X82400,56,0,7.300000191
20150106X05843,56,0,39
20150106X21946,47,1,214
20150106X34908,44,1,5
20150106X42145,56,0,0
20150106X44718,59,2,1
20150106X95852,40,2,0
20150107X11946,57,0,5
20150107X23406,54,0,2
20150108X11648,21,0,91
20150108X54748,44,0,3
20150109X71237,47,3,2349
20150110X84136,69,3,0
20150110X51117,53,0,1
20150111X91553,73,3,960
20150111X02134,41,3,10600
20150113X22629,38,3,416
20150115X33904,50,1,6
20150115X51623,55,2,0
20150116X15725,56,3,11
20150116X24615,52,2,7350
20150116X52840,57,0,1500
20150116X65836,51,3,25.70000076
20150116X71118,76,0,1.200000048
20150120X80613,75,0,20
20150120X94557,65,0,0.600000024
20150120X02640,61,2,1
20150120X24700,71,0,0
20150120X40744,38,1,60
20150120X53355,75,0,897.7000122
20150121X13632,30,0,20
20150121X24545,71,3,15000
20150122X20352,31,0,18.5
20150122X45256,68,0,0.5
20150122X23956,31,0,1
20150125X90257,90,2,25265
20150126X31505,27,2,935
20150126X51408,22,0,1
20150126X54025,55,2,5
20150126X84741,25,0,750
20150126X90859,39,1,4
20150127X14127,37,1,32
20150127X15137,65,3,3
20150127X61012,65,1,0
20150128X01747,65,0,5
20150128X35114,53,2,2339
20150128X42832,45,0,398
20150129X05038,57,0,2
20150129X05038,27,0,2
20150130X24929,59,0,1
20150201X23855,62,0,3000
20150202X83148,29,0,22.70000076
20150202X20456,35,2,1
20150202X20456,52,2,1
20150203X92358,27,0,12
20150203X31110,44,0,2
20150204X84810,56,0,50
20150204X64915,55,0,1.299999952
20150204X65201,66,0,1047
20150204X22214,60,3,50
20150204X31504,22,1,3380
20150205X05021,52,3,4899
20150205X21520,60,0,16
20150205X34400,42,2,10
20150205X45356,64,0,60
20150206X02838,23,0,2.200000048
20150209X74707,50,0,1
20150209X81643,57,2,35
20150209X31250,54,0,0
20150209X05051,59,0,2
20150210X11721,40,0,7
20150210X11721,54,0,7
20150210X74239,30,0,270
20150210X01153,45,1,75
20150211X14605,40,0,5
20150211X52137,74,3,207
20150211X55543,54,3,19053
20150211X81517,65,3,250
20150211X00809,50,0,2
20150213X13657,72,2,3.5
20150214X43614,80,0,1
20150216X00209,57,0,333
20150217X83924,38,0,86
20150217X50749,64,0,3
20150217X62326,39,1,2
20150218X40240,59,0,200
20150218X92833,55,0,2
20150219X82450,115,0,4500
20150219X82450,115,0,4500
20150219X14806,61,0,10
20150219X43846,62,0,50
20150219X11939,49,0,3
20150220X45944,34,1,609
20150220X72637,59,0,0
20150220X74821,64,0,2
20150220X75302,36,0,1900
20150222X75521,61,3,667.9000244
20150223X00325,27,0,2
20150223X10055,71,0,1
20150224X94231,54,0,1
20150224X45723,55,0,1916
20150224X92503,52,0,1208
20150224X93519,27,0,0
20150225X12013,50,0,442
20150225X45502,30,1,71
20150225X04915,66,3,1.799999952
20150226X64850,34,0,4
20150227X93828,46,0,0
20150227X62134,50,2,0
20150302X02845,40,0,0
20150302X24638,76,3,1950
20150302X31926,46,0,62
20150302X52133,64,3,19400
20150302X72957,35,0,2
20150303X93218,70,0,1
20150303X32311,67,0,0
20150303X75739,70,2,1
20150303X93210,59,0,34
20150303X01545,61,1,2.5
20150304X81814,61,3,1160
20150305X42958,56,0,4
20150305X93207,72,2,17.70000076
20150306X60652,59,0,50
20150306X91728,79,1,1
20150307X94703,85,3,3099
20150308X04620,71,0,0
20150308X10201,52,3,5
20150308X14509,52,3,1615
20150308X30905,66,0,11
20150309X93405,31,0,0
20150309X04646,37,0,1640
20150309X25509,65,0,7
20150309X34020,19,0,1.700000048
20150310X74323,59,1,1
20150310X20438,54,0,0
20150310X51436,62,0,51
20150311X02544,69,0,2500
20150311X10126,63,0,6
20150311X21724,71,0,100
20150311X25947,24,0,4000
20150311X53257,54,0,85
20150311X71032,36,0,2116
20150311X00024,74,1,26
20150312X15728,63,2,1
20150312X61444,70,0,0
20150313X72113,41,3,8
20150313X83817,46,0,1
20150313X90544,67,0,1000
20150313X75813,36,0,1.299999952
20150314X74553,29,0,7
20150314X05535,50,1,23
20150316X21312,45,0,450
20150316X42223,67,0,8
20150316X61908,64,0,0.5
20150317X41847,53,0,2
20150317X53153,33,0,1083
20150318X45522,53,0,168
20150318X00901,70,3,4
20150319X04425,52,1,500
20150319X44758,64,2,6
20150319X52552,64,0,41
20150321X24500,62,0,11
20150322X11754,57,1,0
20150322X92548,48,3,28
20150323X84243,61,0,5
20150323X03212,34,0,0
20150323X04916,67,1,28
20150323X05640,65,2,32000
20150323X05640,73,2,32000
20150323X10450,48,0,4.800000191
20150323X10548,52,0,1
20150323X20114,41,1,500
20150323X44014,56,0,2
20150324X32859,56,0,44
20150324X54610,62,0,0
20150324X90606,67,2,0
20150325X70035,39,1,0
20150325X72946,46,0,0
20150325X74504,66,1,0
20150326X05304,83,0,1
20150326X93558,56,3,628
20150327X03806,67,1,3
20150327X81708,41,0,1
20150327X35752,43,3,0
20150328X01936,72,0,1
20150329X15652,16,3,27.79999924
20150330X64758,64,3,12093
20150330X71955,64,0,3
20150330X71955,41,0,3
20150330X92930,57,2,1
20150330X02514,28,0,1297
20150330X23654,68,1,1
20150330X24438,62,2,1
20150330X30000,71,0,2
20150330X42808,74,0,4200
20150330X72852,68,0,3
20150330X73700,40,3,22
20150331X03627,34,0,1000
20150331X05631,59,0,1
20150331X10134,81,2,1
20150331X20505,50,0,1780
20150331X22041,70,1,2926
20150331X62747,61,2,4
20150331X85804,74,0,1
20150401X15516,66,3,4500
20150401X34528,67,3,25
20150402X10229,74,1,1.5
20150403X41941,47,0,3
20150403X70210,31,0,100
20150403X02544,52,3,5.5
20150403X34847,51,3,3.700000048
20150404X20347,43,0,1
20150406X41451,77,2,3
20150406X81603,76,0,0
20150406X95205,33,1,80
20150406X95205,64,1,80
20150407X70528,51,3,12100
20150407X04922,56,0,9
20150407X11506,77,1,6500
20150407X21728,91,0,9
20150407X25105,57,1,0
20150407X51700,54,0,0
20150407X12857,54,3,52
20150408X11229,45,0,6
20150408X32509,92,0,16
20150411X00127,70,3,9051
20150411X00323,74,3,47
20150412X23138,58,3,1781
20150412X71847,51,3,1221
20150412X21537,38,0,3
20150413X15532,62,0,27.20000076
20150413X23104,77,3,0
20150413X45158,65,0,5
20150413X92719,69,0,3
20150414X10528,57,0,2
20150414X13339,64,0,0
20150414X14522,55,0,39
20150414X35038,57,0,6
20150414X53832,68,0,1
20150414X80139,80,2,1
20150415X25713,53,3,44
20150415X54513,62,0,2
20150415X70509,36,3,551
20150416X44654,51,0,0
20150416X52908,49,0,2
20150416X53304,50,0,6
20150417X20434,63,2,6
20150417X31155,73,1,0
20150417X55123,27,0,2
20150417X02428,29,1,15
20150418X35909,34,3,850
20150420X82410,40,0,1
20150420X91520,53,0,1759
20150420X95213,70,0,1188
20150420X02310,28,0,0
20150420X05717,71,0,1298
20150420X13730,59,1,18
20150420X64153,31,1,63
20150420X84706,55,2,3
20150420X00535,55,0,0
20150421X05551,49,2,2
20150421X30702,66,0,3
20150421X33923,67,1,0
20150421X52252,33,2,1
20150421X62657,56,0,3
20150421X14605,74,0,0
20150422X71127,39,0,0
20150422X94017,70,0,3
20150422X44915,45,0,0
20150422X80953,58,1,1
20150422X92015,51,2,20
20150423X75710,38,0,1500
20150423X23403,49,0,19
20150424X61110,68,0,1
20150424X81527,41,3,0
20150424X91445,72,0,10
20150428X84204,44,0,124
20150429X95118,57,0,3
20150429X22604,72,2,0
20150429X23209,58,0,10
20150429X55135,31,0,25
20150429X60027,50,0,6
20150430X00434,66,0,15
20150430X64330,35,1,4000
20150430X91224,44,0,44.40000153
20150501X24825,57,0,0.800000012
20150501X25643,46,2,0
20150501X33309,81,0,100
20150501X44241,65,0,0
20150503X30740,55,3,40
20150503X95142,80,1,1
20150503X01951,35,1,0
20150504X05958,45,3,200
20150504X14832,47,0,0
20150504X25436,64,2,0
20150504X40343,58,0,0
20150504X63603,50,1,25
20150505X85410,57,0,0
20150505X90145,69,1,4500
20150505X03851,58,0,25
20150505X63214,32,3,8
20150505X75849,47,0,0
20150506X00432,60,1,0
20150506X15258,60,1,8
20150506X25804,68,0,4
20150506X41316,27,0,1470
20150506X41316,29,0,1470
20150506X44421,59,0,45
20150506X61506,47,0,2
20150506X82333,70,0,10
20150508X05509,64,3,0
20150508X11640,53,3,687
20150511X92031,48,0,7.300000191
20150511X55128,48,0,4
20150511X95737,30,1,9
20150512X33748,29,2,0
20150512X51815,57,0,3
20150512X84642,74,0,2
20150513X90237,64,0,200
20150513X01138,51,0,5
20150513X32917,63,0,1
20150514X71458,62,0,1
20150514X71458,63,2,1
20150514X13321,33,0,266
20150514X14618,52,0,6.800000191
20150514X24409,34,0,1
20150514X31030,78,0,800
20150514X40058,44,0,61.20000076
20150514X60500,54,0,15744
20150514X61132,51,3,120
20150514X71721,42,1,1
20150515X01222,57,0,0
20150515X42939,24,0,46.5
20150515X50152,57,0,0
20150516X60316,38,3,10.60000038
20150516X84711,68,0,2
20150517X24331,59,2,2.200000048
20150518X12459,32,0,4
20150518X01655,66,0,1
20150518X10336,68,1,3571
20150518X32640,52,0,3
20150518X41251,69,0,54
20150518X42323,67,2,1
20150519X55027,72,0,0
20150519X02228,71,0,5
20150519X12927,45,0,2
20150519X32600,75,3,11.5
20150519X90449,46,0,71
20150520X94628,39,0,2
20150520X11113,55,0,460
20150520X20050,50,0,1
20150520X45130,56,0,70
20150520X61427,54,2,1
20150520X71702,58,1,300
20150521X33954,22,0,723
20150521X53507,68,0,2
20150521X90444,77,1,15
20150521X91139,35,0,27
20150521X01405,50,3,150
20150521X10749,59,3,10
20150522X35135,68,0,2
20150522X44142,66,3,1232.099976
20150523X02458,85,3,10000
20150523X13659,60,0,16749
20150525X93954,54,3,1000
20150526X85029,34,0,0
20150526X10116,45,0,75
20150526X21408,74,0,300
20150526X23720,71,0,310
20150526X34102,52,0,6
20150526X34520,59,0,5.5
20150526X41555,61,1,1
20150527X73939,28,0,1
20150527X02635,70,1,2
20150527X11828,53,0,6
20150527X24117,51,3,4
20150527X61855,85,1,2000
20150527X90354,61,0,0
20150528X13617,31,0,25
20150528X20204,32,0,60
20150528X20204,19,0,60
20150528X54816,55,0,1
20150528X55026,60,1,0
20150528X55511,57,0,1238
20150528X62240,42,0,4
20150528X71717,67,0,2.5
20150528X10623,45,0,36.40000153
20150529X12907,58,0,164
20150529X50010,66,0,0
20150529X50810,34,0,0
20150529X71134,49,0,7
20150530X04313,46,3,950
20150531X02741,80,1,8793
20150601X02726,47,3,137
20150601X03737,62,2,52
20150601X13437,32,0,4.800000191
20150601X13437,27,2,4.800000191
20150601X25645,57,0,0
20150601X40521,59,0,6
20150601X53116,67,2,8
20150602X05750,75,3,26501
20150602X91804,72,2,1430
20150602X91946,48,0,11
20150602X92012,52,2,400
20150602X03913,67,0,7
20150602X11035,50,2,5
20150602X33357,52,0,50
20150602X50343,58,3,5000
20150602X51758,55,0,507
20150602X70621,40,3,715
20150603X31131,30,0,0
20150603X40424,58,0,16
20150603X50616,68,0,2
20150604X20332,71,0,350
20150604X51830,31,0,870
20150604X72128,44,0,2200
20150605X84653,65,0,0
20150605X12418,20,0,10
20150605X24005,54,3,5.300000191
20150605X52542,28,0,15
20150605X64827,68,0,0
20150605X23836,68,3,2585
20150608X03821,56,1,2
20150608X04410,62,3,12000
20150608X10557,27,1,6
20150608X13827,64,0,1
20150608X22816,69,1,4
20150608X30936,73,1,1
20150608X64926,72,1,0
20150608X90730,43,0,463
20150608X02450,74,0,1
20150608X23637,49,3,1700
20150609X15345,30,0,1051
20150609X25728,70,0,5
20150609X40345,68,0,4
20150609X84508,60,0,0
20150609X92540,53,0,10
20150610X05937,36,0,2
20150610X15810,78,1,3
20150610X33242,72,2,3.200000048
20150610X83303,73,0,2225
20150611X74851,47,0,2401
20150611X12248,64,2,48
20150611X25026,65,0,7
20150611X71659,62,0,0
20150613X13604,58,0,45
20150614X11108,54,3,1203
20150614X60334,51,2,0
20150614X35207,82,0,2
20150615X00136,54,0,0
20150615X12143,22,0,0
20150615X93647,40,0,0
20150615X10136,56,2,1
20150615X32357,70,0,1
20150615X32357,70,0,1
20150615X53251,27,1,3
20150615X54151,46,0,1
20150615X62526,68,2,2000
20150615X91500,28,0,6
20150616X92507,75,0,3
20150616X94016,55,2,5
20150616X42412,46,0,3
20150616X50938,63,0,7.5
20150616X52241,48,0,4473
20150616X53414,36,0,500
20150616X85216,39,2,4
20150617X30910,29,0,0
20150618X01608,81,2,900
20150618X03455,52,2,593.2000122
20150618X13318,39,0,250
20150618X30530,45,0,2000
20150618X45629,54,2,145
20150618X45629,49,2,145
20150619X14812,69,3,1
20150619X15215,76,0,16
20150619X71456,34,0,477
20150619X00546,65,3,2100
20150620X32952,67,3,0
20150622X23945,89,3,1850
20150622X71912,57,0,2
20150622X30313,59,0,0
20150622X32906,67,0,0.600000024
20150622X33904,40,2,180
20150622X43026,62,1,2
20150622X64755,61,3,891.2000122
20150622X70018,64,0,1
20150622X84004,30,0,0.200000003
20150623X50951,75,0,3
20150623X74917,64,2,570
20150624X55528,59,0,1000
20150624X83047,65,0,4
20150625X04520,33,0,3
20150625X33609,65,2,1
20150625X44335,74,0,0.600000024
20150625X72945,60,0,3.700000048
20150625X15034,64,3,3
20150626X00651,72,3,1820
20150627X65446,50,3,11000
20150628X82902,55,3,478
20150628X90626,56,3,1500
20150629X72140,27,2,0
20150629X94226,67,0,3
20150629X10505,51,0,3
20150629X13115,43,0,10
20150629X22701,66,0,1
20150629X34613,67,2,4
20150629X52446,45,0,3
20150629X60341,74,0,2
20150629X60341,69,0,2
20150629X63632,65,0,2
20150629X64512,38,0,60
20150630X05144,46,2,2
20150630X92516,47,0,1
20150630X34507,51,1,0
20150630X70800,58,0,0.400000006
20150630X85451,58,0,4883
20150701X71538,62,0,0
20150701X21125,35,0,10
20150701X31253,68,0,6
20150701X91130,54,0,5.099999905
20150701X91338,57,0,0
20150701X93948,52,0,3250
20150701X20227,17,3,4
20150701X23218,54,3,4005
20150701X23218,49,3,4005
20150702X94044,28,0,2.900000095
20150702X05414,41,2,0
20150702X44556,49,0,2
20150703X91507,70,1,1
20150703X34853,21,3,104
20150703X93830,61,3,225
20150703X00859,64,3,12
20150704X21503,23,0,420
20150704X24851,60,3,500
20150704X65647,28,3,700
20150706X05023,63,1,0
20150706X20035,29,2,3
20150706X40903,69,0,2
20150706X41332,46,0,4
20150706X63628,73,1,312
20150706X63628,56,0,312
20150706X84840,60,0,5
20150707X02241,68,2,1
20150707X05738,55,2,2
20150707X13004,64,2,1
20150707X14509,62,2,9
20150707X22207,30,3,0
20150707X22207,34,1,0
20150707X25224,83,0,0.400000006
20150707X72048,59,0,6
20150707X73857,52,0,0
20150708X00559,27,1,600
20150708X72934,62,0,0
20150708X75313,78,0,2
20150708X81300,64,0,1
20150708X94019,29,0,8
20150708X94659,45,0,2
20150708X21807,70,1,2
20150708X82242,71,0,1.299999952
20150709X34206,36,0,7
20150709X35426,48,0,0
20150709X60900,70,0,2028
20150709X65917,64,2,12.80000019
20150709X73022,59,0,0
20150709X90721,32,0,1086
20150710X04415,28,1,15
20150710X24450,56,0,1
20150710X82210,18,0,5
20150713X13009,58,0,3.5
20150713X14241,42,0,60
20150713X41721,30,0,392
20150713X43208,66,0,2
20150713X50744,67,1,4073
20150713X85701,56,0,2450
20150714X05416,78,1,5
20150714X13011,60,0,300
20150714X25105,57,0,2
20150714X51846,73,0,0
20150714X52342,59,0,30
20150714X62513,62,3,0
20150715X91005,72,0,0
20150716X75302,69,0,2
20150716X85404,89,1,5
20150716X91546,56,3,440
20150716X95232,60,0,499
20150716X23930,60,0,0
20150716X34145,53,0,1
20150716X35209,66,1,2
20150716X35419,68,0,5
20150717X41748,61,0,4
20150717X74403,69,0,5
20150718X91408,40,0,5
20150718X93310,53,0,115
20150718X04523,45,3,4
20150719X03208,66,3,571
20150719X02305,31,2,5
20150720X33339,53,1,0
20150720X85830,55,0,3
20150721X83402,61,0,1248
20150721X83402,25,0,1248
20150721X13320,54,3,2100
20150721X25227,67,0,20
20150721X30025,27,0,11
20150721X35454,51,0,2
20150721X35946,60,1,105
20150721X55255,64,1,4
20150721X85141,24,0,2
20150721X95723,60,0,2.5
20150721X22557,64,3,2
20150722X93738,61,0,0
20150722X24420,23,0,1
20150722X51858,46,2,1
20150722X52014,31,0,500
20150722X71220,63,1,2
20150723X91538,29,0,75
20150723X93831,55,0,250
20150723X10513,63,0,10
20150723X30553,85,2,10
20150723X32606,51,0,3
20150723X33213,61,0,6
20150723X45724,60,0,0
20150723X50351,59,2,76
20150723X82826,44,0,6.5
20150724X22847,32,0,3
20150724X25926,63,0,3
20150724X55322,48,0,1
20150725X03453,54,1,2
20150726X03836,65,1,0
20150726X63030,69,3,250
20150726X81208,64,3,21.79999924
20150726X91421,45,1,0
20150726X10512,52,3,415
20150727X04650,60,0,1
20150727X15218,35,0,0
20150727X30516,70,1,2930
20150727X41011,67,2,0
20150727X42358,63,0,13
20150727X44531,68,0,70
20150727X53423,42,0,2
20150727X90643,69,0,20
20150727X95755,44,3,0
20150728X85916,59,3,0
20150728X25319,52,1,3
20150728X31412,50,0,2600
20150728X50919,71,0,0
20150728X51412,67,1,7
20150728X52220,47,1,400
20150728X52812,19,0,2
20150728X80758,52,1,0
20150729X83103,68,0,77
20150729X33718,46,3,65
20150729X61149,39,0,25
20150729X83049,57,0,45
20150729X84008,27,0,1300
20150729X12539,53,3,3.200000048
20150729X23324,26,0,0
20150730X54046,28,0,5
20150730X12436,46,0,280
20150730X23141,88,1,0.600000024
20150731X02207,53,0,1
20150731X93559,46,3,1
20150801X23811,27,0,20
20150801X43013,28,0,2704
20150801X55314,38,3,13600
20150801X00424,24,1,4
20150801X13320,82,3,3290
20150802X13200,68,0,1
20150803X93751,66,1,194.8000031
20150803X32456,53,0,910
20150803X40154,25,0,2
20150803X45031,26,0,14
20150803X45641,58,0,140
20150803X50048,82,2,1
20150803X51616,64,2,4
20150803X62705,58,0,8
20150803X63017,47,0,327
20150803X70325,41,0,3.5
20150804X85927,40,0,4000
20150804X22113,71,0,2
20150804X20736,63,2,0.300000012
20150805X95912,70,0,4.5
20150805X04831,60,0,7
20150805X31710,34,1,60
20150805X70830,47,0,2
20150805X75232,61,0,810
20150806X33313,39,2,2
20150806X44006,74,2,3110
20150806X61202,75,1,1
20150806X61602,36,0,23
20150806X65750,47,0,1
20150806X82855,37,1,3
20150806X95619,43,0,105
20150807X24307,69,1,100
20150807X41741,58,3,6250
20150807X60314,23,0,8
20150807X84646,29,3,360
20150807X03037,67,3,1
20150807X21627,66,3,14
20150809X71758,48,3,6
20150810X33043,53,3,125.5
20150810X41947,55,1,361
20150810X43046,44,2,3
20150810X43757,37,1,53
20150810X05447,58,3,2
20150810X11953,76,0,58
20150810X22742,64,2,3
20150810X41830,63,2,25
20150810X41844,58,3,0
20150810X54634,66,0,611
20150810X74120,47,0,1250
20150810X82655,24,0,8
20150811X91854,70,0,2
20150811X13352,54,1,100
20150811X15940,50,1,7
20150811X22104,57,0,3
20150812X02331,31,1,6
20150812X10354,78,3,4491
20150812X42615,71,0,7
20150812X60630,65,2,20
20150812X62327,74,0,0
20150812X63537,31,0,6
20150812X65808,49,1,1
20150813X00148,73,1,118
20150813X51024,27,0,0
20150814X04638,68,1,5.5
20150814X40417,68,2,327.7000122
20150814X43648,88,3,1701
20150814X43648,62,3,1701
20150814X91539,39,3,50
20150815X21004,55,3,5
20150815X21709,44,2,222
20150815X21709,37,2,222
20150816X95657,59,3,3300
20150816X31900,51,0,9.300000191
20150816X60452,60,3,226
20150816X60452,41,3,226
20150817X61459,64,3,6185
20150817X70324,22,0,154
20150817X70921,57,0,50
20150817X93143,63,0,2
20150817X94448,76,1,7
20150817X00729,20,0,5
20150817X00955,38,2,8000
20150817X02422,23,0,0
20150818X00406,70,0,54
20150818X05411,52,2,15
20150818X05655,57,0,1.5
20150818X10401,20,1,120
20150818X12419,58,2,400
20150818X14949,58,0,3
20150818X51118,69,0,3
20150818X60517,77,0,5100
20150818X64418,62,0,10.10000038
20150818X73331,71,0,4
20150819X94949,34,3,50
20150819X23543,52,0,850
20150819X63550,57,1,447
20150819X72333,61,0,4
20150820X11129,50,1,16
20150820X12626,59,3,0.400000006
20150820X20604,37,0,10
20150820X53149,64,1,900
20150820X74555,67,0,600
20150820X14230,48,1,13
20150821X24627,67,0,0
20150823X51533,51,3,1806
20150823X74316,36,2,93
20150824X93135,62,1,2
20150824X02325,50,0,20000
20150824X05749,42,2,3
20150824X12045,66,0,0
20150824X25041,67,3,505
20150824X30257,67,0,75
20150824X42658,69,3,1678
